0.0, 0.0, None
0.0, 0.0, None
0.0, 0.0, None
0.0, 0.0, None
0.0, 0.0, None
50.845267, 0.745501, None
50.845267, 0.745501, None
50.845267, 0.745503, None
50.845267, 0.745503, None
50.845267, 0.745503, 82.24
50.845267, 0.745503, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745506, 82.24
50.845267, 0.745508, 82.24
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745508, 81.97
50.845267, 0.745511, 81.97
50.845267, 0.745511, 81.92
50.845267, 0.745511, 81.92
50.845267, 0.745511, 81.92
50.845267, 0.745511, 81.92
50.845267, 0.745511, 81.92
50.845267, 0.745511, 81.92
50.845267, 0.745512, 81.92
50.845267, 0.745512, 81.92
50.845267, 0.745512, 81.92
50.845267, 0.745512, 81.92
50.845267, 0.745512, 80.3
50.845267, 0.745515, 80.3
50.845267, 0.745515, 80.3
50.845267, 0.745515, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 80.3
50.845267, 0.745517, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 81.08
50.845267, 0.745519, 83.5
50.845267, 0.745519, 83.5
50.845267, 0.745519, 83.5
50.845267, 0.745521, 83.5
50.845267, 0.745521, 83.5
50.845267, 0.745521, 83.5
50.845267, 0.745521, 83.5
